firm_class,unit_code,hour,n_obs,mean_n_tranches,mean_p_max,mean_p_med,mech_strict_rate
GE,SROQ2,1,66,1.7878787878787878,2384.7516666666666,1243.3490909090908,1.0
GE,SROQ2,2,66,1.7878787878787878,2384.7516666666666,1243.3490909090908,1.0
GE,SROQ2,3,66,1.7878787878787878,2384.7516666666666,1243.3490909090908,1.0
GE,SROQ2,4,66,1.7878787878787878,2384.7516666666666,1243.3490909090908,1.0
GE,SROQ2,5,66,1.7878787878787878,2384.7516666666666,1243.3490909090908,1.0
GE,SROQ2,6,66,1.7878787878787878,2384.7404545454547,1243.5296590909093,0.9848484848484849
GE,SROQ2,7,66,1.7878787878787878,2384.7404545454547,1243.6402272727273,0.9545454545454546
GE,SROQ2,8,66,1.7878787878787878,2385.115757575758,1244.0858333333333,1.0
GE,SROQ2,9,66,1.7878787878787878,2385.151212121212,1244.591553030303,0.8939393939393939
GE,SROQ2,10,66,1.7878787878787878,2385.2871212121213,1245.1117424242425,0.9393939393939394
GE,SROQ2,11,66,1.7878787878787878,2385.2871212121213,1245.073484848485,1.0
GE,SROQ2,12,66,1.7878787878787878,2385.2871212121213,1245.073484848485,1.0
GE,SROQ2,13,66,1.7878787878787878,2385.2871212121213,1245.073484848485,1.0
GE,SROQ2,14,66,1.7878787878787878,2385.2871212121213,1245.073484848485,1.0
GE,SROQ2,15,66,1.7878787878787878,2385.2871212121213,1245.073484848485,1.0
GE,SROQ2,16,66,1.7878787878787878,2385.2978787878787,1245.1625757575757,0.9696969696969697
GE,SROQ2,17,66,1.768939393939394,2385.679090909091,1273.2121212121212,0.8333333333333334
GE,SROQ2,18,66,1.7878787878787878,2385.8606060606057,1246.5443750000002,0.9696969696969697
GE,SROQ2,19,66,1.7878787878787878,2385.9510606060603,1247.627803030303,1.0
GE,SROQ2,20,66,1.7878787878787878,2385.9510606060603,1247.627803030303,1.0
GE,SROQ2,21,66,1.7878787878787878,2385.9510606060603,1247.627803030303,1.0
GE,SROQ2,22,66,1.7765151515151516,2385.781515151515,1263.8332575757574,0.9696969696969697
GE,SROQ2,23,66,1.7083333333333333,2385.781515151515,1363.8625378787879,0.9545454545454546
GN,ACE4,0,92,1.0,1000.0,1000.0,1.0
GN,ACE4,1,92,1.0,1000.0,1000.0,1.0
GN,ACE4,2,92,1.0,1000.0,1000.0,1.0
GN,ACE4,3,92,1.0,1000.0,1000.0,1.0
GN,ACE4,4,92,1.0,1000.0,1000.0,1.0
GN,ACE4,5,92,1.0,1000.0,1000.0,1.0
GN,ACE4,6,92,1.0108695652173914,1000.0,995.2765217391304,0.9891304347826086
GN,ACE4,7,92,1.0108695652173914,1000.0,995.2765217391304,1.0
GN,ACE4,8,92,1.0108695652173914,1000.0,995.2765217391304,1.0
GN,ACE4,9,92,1.0081521739130435,1000.0,996.4573913043479,0.9891304347826086
GN,ACE4,10,92,1.0,1000.0,1000.0,1.0
GN,ACE4,11,92,1.0,1000.0,1000.0,1.0
GN,ACE4,12,92,1.0,1000.0,1000.0,1.0
GN,ACE4,13,92,1.002717391304348,1000.0,998.6426630434783,0.9891304347826086
GN,ACE4,14,92,1.0407608695652173,1000.0,992.2837907608696,0.9891304347826086
GN,ACE4,15,92,1.1684782608695652,1000.0,981.9021739130435,0.967391304347826
GN,ACE4,16,92,1.6875,1000.0,811.9688179347827,0.40217391304347827
GN,ACE4,17,92,5.842391304347826,1000.0,453.82630434782607,0.25
GN,ACE4,18,92,10.717391304347826,1000.0,243.90532608695653,0.6413043478260869
GN,ACE4,19,92,13.298913043478262,1000.0,120.38197010869565,0.8043478260869565
GN,ACE4,20,92,14.51086956521739,1000.0,92.43489130434783,0.9782608695652174
GN,ACE4,21,92,13.168478260869565,1000.0,152.8624456521739,0.8695652173913043
GN,ACE4,22,92,9.820652173913043,1000.0,318.433125,0.5434782608695652
GN,ACE4,23,92,5.747282608695652,1000.0,636.3085326086957,0.717391304347826
GN,BES4,0,86,1.2906976744186047,1000.0,932.4669186046511,1.0
GN,BES4,1,86,1.2906976744186047,1000.0,932.4669186046511,1.0
GN,BES4,2,86,1.2906976744186047,1000.0,932.4669186046511,1.0
GN,BES4,3,86,1.2906976744186047,1000.0,932.4669186046511,1.0
GN,BES4,4,86,1.2994186046511629,1000.0,928.1108139534883,0.9883720930232558
GN,BES4,5,86,1.3459302325581395,1000.0,918.4312063953489,0.9651162790697675
GN,BES4,6,86,1.5203488372093024,1000.0,903.6635465116279,0.9651162790697675
GN,BES4,7,87,1.8017241379310345,1000.0,893.6572844827585,0.9770114942528736
GN,BES4,8,87,1.9310344827586208,1000.0,891.3446551724138,0.9885057471264368
GN,BES4,9,87,1.7557471264367817,1000.0,914.3762068965517,0.9080459770114943
GN,BES4,10,87,1.660919540229885,1000.0,950.4544540229886,0.9540229885057471
GN,BES4,11,87,1.632183908045977,1000.0,958.131264367816,1.0
GN,BES4,12,87,1.632183908045977,1000.0,958.131264367816,1.0
GN,BES4,13,87,1.632183908045977,1000.0,958.131264367816,1.0
GN,BES4,14,87,1.6494252873563218,1000.0,949.5191954022988,0.9655172413793104
GN,BES4,15,87,1.7672413793103448,1000.0,891.5851005747127,0.6436781609195402
GN,BES4,16,87,2.3735632183908044,1000.0,655.1130603448275,0.3103448275862069
GN,BES4,17,87,6.077586206896552,1000.0,382.07474137931035,0.1839080459770115
GN,BES4,18,87,10.669540229885058,1000.0,233.33066091954024,0.632183908045977
GN,BES4,19,87,12.227011494252874,1000.0,178.5996120689655,0.8505747126436781
GN,BES4,20,87,12.968390804597702,1000.0,162.49257183908045,0.9885057471264368
GN,BES4,21,87,11.60344827586207,1000.0,225.90183908045975,0.8620689655172413
GN,BES4,22,87,8.204022988505747,1000.0,401.18798850574717,0.5747126436781609
GN,BES4,23,87,4.560344827586207,1000.0,686.8110488505747,0.7586206896551724
GN,CAMGI10,0,89,2.168539325842697,1000.0,883.127191011236,1.0
GN,CAMGI10,1,89,2.168539325842697,1000.0,883.127191011236,1.0
GN,CAMGI10,2,89,2.168539325842697,1000.0,883.127191011236,1.0
GN,CAMGI10,3,89,2.168539325842697,1000.0,883.127191011236,1.0
GN,CAMGI10,4,89,2.168539325842697,1000.0,883.127191011236,1.0
GN,CAMGI10,5,89,2.182584269662921,1000.0,876.1117415730338,0.9662921348314607
GN,CAMGI10,6,89,2.283707865168539,1000.0,853.267654494382,0.9438202247191011
GN,CAMGI10,7,89,2.702247191011236,1000.0,836.2357303370786,0.9662921348314607
GN,CAMGI10,8,89,2.8876404494382024,1000.0,832.7469101123596,0.9775280898876404
GN,CAMGI10,9,89,2.3230337078651684,1000.0,862.313356741573,0.8876404494382022
GN,CAMGI10,10,89,1.9747191011235956,1000.0,919.1506460674158,0.9325842696629213
GN,CAMGI10,11,89,1.9325842696629214,1000.0,938.332584269663,1.0
GN,CAMGI10,12,89,1.9325842696629214,1000.0,938.332584269663,1.0
GN,CAMGI10,13,89,1.9325842696629214,1000.0,938.332584269663,1.0
GN,CAMGI10,14,89,1.9325842696629214,1000.0,938.332584269663,1.0
GN,CAMGI10,15,89,2.00561797752809,1000.0,896.9507303370788,0.7415730337078652
GN,CAMGI10,16,89,2.438202247191011,1000.0,691.0469943820225,0.4157303370786517
GN,CAMGI10,17,89,5.794943820224719,1000.0,424.76338483146066,0.24719101123595505
GN,CAMGI10,18,89,9.867977528089888,1000.0,283.596404494382,0.6741573033707865
GN,CAMGI10,19,89,11.51685393258427,1000.0,224.41025280898876,0.8651685393258427
GN,CAMGI10,20,89,12.426966292134832,1000.0,202.5809831460674,0.9775280898876404
GN,CAMGI10,21,89,11.123595505617978,1000.0,251.0291011235955,0.8651685393258427
GN,CAMGI10,22,89,7.952247191011236,1000.0,402.1493820224719,0.550561797752809
GN,CAMGI10,23,89,4.241573033707865,1000.0,683.5626264044944,0.6853932584269663
GN,CTGN1,0,92,1.326086956521739,1000.0,902.5302717391305,1.0
GN,CTGN1,1,92,1.326086956521739,1000.0,902.5302717391305,1.0
GN,CTGN1,2,92,1.326086956521739,1000.0,902.5302717391305,1.0
GN,CTGN1,3,92,1.326086956521739,1000.0,902.5302717391305,1.0
GN,CTGN1,4,92,1.326086956521739,1000.0,902.5302717391305,1.0
GN,CTGN1,5,92,1.326086956521739,1000.0,902.5302717391305,1.0
GN,CTGN1,6,92,1.3423913043478262,1000.0,895.8715760869565,0.9891304347826086
GN,CTGN1,7,92,1.453804347826087,1000.0,892.4725271739131,0.9891304347826086
GN,CTGN1,8,92,1.4565217391304348,1000.0,892.4760326086956,0.9891304347826086
GN,CTGN1,9,92,1.4076086956521738,1000.0,914.372785326087,0.8804347826086957
GN,CTGN1,10,92,1.2934782608695652,1000.0,965.4100271739131,0.9130434782608695
GN,CTGN1,11,92,1.2608695652173914,1000.0,979.9940217391304,1.0
GN,CTGN1,12,92,1.2608695652173914,1000.0,979.9940217391304,1.0
GN,CTGN1,13,92,1.263586956521739,1000.0,978.6366847826087,0.9891304347826086
GN,CTGN1,14,92,1.3070652173913044,1000.0,970.8821331521739,0.9782608695652174
GN,CTGN1,15,92,1.4809782608695652,1000.0,925.8440760869565,0.7282608695652174
GN,CTGN1,16,92,2.0217391304347827,1000.0,702.6909510869565,0.3695652173913043
GN,CTGN1,17,92,5.345108695652174,1000.0,417.787839673913,0.16304347826086957
GN,CTGN1,18,92,8.834239130434783,1000.0,255.25297554347827,0.5978260869565217
GN,CTGN1,19,92,10.103260869565217,1000.0,197.39243206521738,0.8043478260869565
GN,CTGN1,20,92,10.828804347826088,1000.0,176.13514945652173,0.9782608695652174
GN,CTGN1,21,92,9.880434782608695,1000.0,226.9449320652174,0.8695652173913043
GN,CTGN1,22,92,6.858695652173913,1000.0,409.47517663043476,0.5434782608695652
GN,CTGN1,23,92,3.4592391304347827,1000.0,715.4662907608695,0.717391304347826
GN,CTGN2,0,12,1.0,1000.0,1000.0,1.0
GN,CTGN2,1,12,1.0,1000.0,1000.0,1.0
GN,CTGN2,2,12,1.0,1000.0,1000.0,1.0
GN,CTGN2,3,12,1.0,1000.0,1000.0,1.0
GN,CTGN2,4,12,1.0,1000.0,1000.0,1.0
GN,CTGN2,5,12,1.0,1000.0,1000.0,1.0
GN,CTGN2,6,12,1.0,1000.0,1000.0,1.0
GN,CTGN2,7,12,1.0,1000.0,1000.0,1.0
GN,CTGN2,8,12,1.0,1000.0,1000.0,1.0
GN,CTGN2,9,12,1.0,1000.0,1000.0,1.0
GN,CTGN2,10,12,1.0,1000.0,1000.0,1.0
GN,CTGN2,11,12,1.0,1000.0,1000.0,1.0
GN,CTGN2,12,12,1.0,1000.0,1000.0,1.0
GN,CTGN2,13,12,1.0,1000.0,1000.0,1.0
GN,CTGN2,14,12,1.2083333333333333,1000.0,895.9375,0.3333333333333333
GN,CTGN2,15,12,1.7708333333333333,1000.0,614.96875,0.16666666666666666
GN,CTGN2,16,12,1.9791666666666667,1000.0,510.90625,0.0
GN,CTGN2,17,12,5.666666666666667,1000.0,272.11833333333334,0.0
GN,CTGN2,18,12,12.916666666666666,1000.0,103.05489583333333,0.9166666666666666
GN,CTGN2,19,12,13.666666666666666,1000.0,86.15375,1.0
GN,CTGN2,20,12,13.833333333333334,1000.0,86.39333333333333,1.0
GN,CTGN2,21,12,11.145833333333334,1000.0,226.16791666666668,0.75
GN,CTGN2,22,12,5.645833333333333,1000.0,575.2688541666666,0.5
GN,CTGN2,23,12,3.0,1000.0,826.7127083333334,0.8333333333333334
GN,CTGN3,0,90,1.1333333333333333,1000.0,940.4727777777778,1.0
GN,CTGN3,1,90,1.1333333333333333,1000.0,940.4727777777778,1.0
GN,CTGN3,2,90,1.1333333333333333,1000.0,940.4727777777778,1.0
GN,CTGN3,3,90,1.1333333333333333,1000.0,940.4727777777778,1.0
GN,CTGN3,4,90,1.1333333333333333,1000.0,940.4727777777778,1.0
GN,CTGN3,5,90,1.136111111111111,1000.0,939.0852777777778,0.9888888888888889
GN,CTGN3,6,90,1.1944444444444444,1000.0,925.8175416666667,0.9777777777777777
GN,CTGN3,7,91,1.4120879120879122,1000.0,920.9307554945054,0.989010989010989
GN,CTGN3,8,91,1.4175824175824177,1000.0,920.9364835164836,1.0
GN,CTGN3,9,91,1.3956043956043955,1000.0,930.7468131868133,0.9230769230769231
GN,CTGN3,10,91,1.315934065934066,1000.0,966.3067032967033,0.9230769230769231
GN,CTGN3,11,91,1.239010989010989,1000.0,980.9490384615385,0.989010989010989
GN,CTGN3,12,91,1.1428571428571428,1000.0,989.9137912087912,1.0
GN,CTGN3,13,91,1.151098901098901,1000.0,985.7970329670329,0.989010989010989
GN,CTGN3,14,91,1.2032967032967032,1000.0,973.8559340659341,0.945054945054945
GN,CTGN3,15,91,1.4615384615384615,1000.0,892.6725274725275,0.6263736263736264
GN,CTGN3,16,91,1.9532967032967032,1000.0,696.6813461538462,0.3516483516483517
GN,CTGN3,17,91,5.475274725274725,1000.0,416.3055906593406,0.17582417582417584
GN,CTGN3,18,91,9.25,1000.0,259.363021978022,0.6043956043956044
GN,CTGN3,19,91,10.961538461538462,1000.0,181.08240384615382,0.8131868131868132
GN,CTGN3,20,91,11.947802197802197,1000.0,157.53950549450548,0.978021978021978
GN,CTGN3,21,91,10.85989010989011,1000.0,218.9842857142857,0.8681318681318682
GN,CTGN3,22,91,7.8901098901098905,1000.0,386.92085164835163,0.5494505494505495
GN,CTGN3,23,91,4.197802197802198,1000.0,691.490989010989,0.7252747252747253
GN,MALA1,0,6,1.0,1000.0,1000.0,1.0
GN,MALA1,1,6,1.0,1000.0,1000.0,1.0
GN,MALA1,2,6,1.0,1000.0,1000.0,1.0
GN,MALA1,3,6,1.0,1000.0,1000.0,1.0
GN,MALA1,4,6,1.0,1000.0,1000.0,1.0
GN,MALA1,5,6,1.0,1000.0,1000.0,1.0
GN,MALA1,6,6,1.0,1000.0,1000.0,1.0
GN,MALA1,7,6,1.0,1000.0,1000.0,1.0
GN,MALA1,8,6,1.0,1000.0,1000.0,1.0
GN,MALA1,9,6,1.0,1000.0,1000.0,1.0
GN,MALA1,10,6,1.0,1000.0,1000.0,1.0
GN,MALA1,11,6,1.0,1000.0,1000.0,1.0
GN,MALA1,12,6,1.0,1000.0,1000.0,1.0
GN,MALA1,13,6,1.0,1000.0,1000.0,1.0
GN,MALA1,14,6,1.2916666666666667,1000.0,854.3125,0.5
GN,MALA1,15,6,1.75,1000.0,625.375,0.0
GN,MALA1,16,6,2.0,1000.0,500.5,0.0
GN,MALA1,17,6,11.5,1000.0,89.190625,0.0
GN,MALA1,18,6,15.0,1000.0,91.06666666666666,1.0
GN,MALA1,19,6,15.0,1000.0,91.06666666666666,1.0
GN,MALA1,20,6,15.0,1000.0,91.06666666666666,1.0
GN,MALA1,21,6,15.0,1000.0,91.06666666666666,1.0
GN,MALA1,22,6,7.083333333333333,1000.0,377.8989583333334,0.0
GN,MALA1,23,6,1.1666666666666667,1000.0,916.75,0.6666666666666666
GN,PALOS1,0,92,1.4456521739130435,1000.0,946.0209782608695,1.0
GN,PALOS1,1,92,1.4456521739130435,1000.0,946.0209782608695,1.0
GN,PALOS1,2,92,1.4456521739130435,1000.0,946.0209782608695,1.0
GN,PALOS1,3,92,1.4456521739130435,1000.0,946.0209782608695,1.0
GN,PALOS1,4,92,1.4456521739130435,1000.0,946.0209782608695,1.0
GN,PALOS1,5,92,1.4456521739130435,1000.0,946.0209782608695,1.0
GN,PALOS1,6,92,1.4701086956521738,1000.0,939.4636141304347,0.9891304347826086
GN,PALOS1,7,92,1.5815217391304348,1000.0,936.0854891304349,0.9891304347826086
GN,PALOS1,8,92,1.5869565217391304,1000.0,936.0878260869565,0.9891304347826086
GN,PALOS1,9,92,1.5978260869565217,1000.0,940.9636413043478,0.967391304347826
GN,PALOS1,10,92,1.1929347826086956,1000.0,968.2463858695652,0.9347826086956522
GN,PALOS1,11,92,1.141304347826087,1000.0,984.6246739130435,0.9891304347826086
GN,PALOS1,12,92,1.1467391304347827,1000.0,981.91,0.967391304347826
GN,PALOS1,13,92,1.2119565217391304,1000.0,949.3339130434782,0.8695652173913043
GN,PALOS1,14,92,1.326086956521739,1000.0,903.8513315217391,0.782608695652174
GN,PALOS1,15,92,1.6929347826086956,1000.0,816.7988043478261,0.6304347826086957
GN,PALOS1,16,92,2.108695652173913,1000.0,687.872527173913,0.358695652173913
GN,PALOS1,17,92,5.421195652173913,1000.0,433.7109510869565,0.22826086956521738
GN,PALOS1,18,92,9.470108695652174,1000.0,238.3778804347826,0.6195652173913043
GN,PALOS1,19,92,11.633152173913043,1000.0,136.50652173913045,0.8260869565217391
GN,PALOS1,20,92,12.483695652173912,1000.0,115.52747282608696,0.9782608695652174
GN,PALOS1,21,92,11.345108695652174,1000.0,162.23347826086956,0.8695652173913043
GN,PALOS1,22,92,8.22554347826087,1000.0,314.8807880434783,0.5217391304347826
GN,PALOS1,23,92,4.673913043478261,1000.0,623.2708695652174,0.6521739130434783
GN,PALOS2,0,92,1.8804347826086956,1000.0,892.005597826087,1.0
GN,PALOS2,1,92,1.8804347826086956,1000.0,892.005597826087,1.0
GN,PALOS2,2,92,1.891304347826087,1000.0,892.0142391304347,1.0
GN,PALOS2,3,92,1.891304347826087,1000.0,892.0142391304347,1.0
GN,PALOS2,4,92,1.8940217391304348,1000.0,890.6569021739131,0.9891304347826086
GN,PALOS2,5,92,1.940217391304348,1000.0,880.2296467391304,0.9782608695652174
GN,PALOS2,6,92,2.0597826086956523,1000.0,875.4114673913043,0.9891304347826086
GN,PALOS2,7,92,2.1847826086956523,1000.0,872.0216032608696,0.9891304347826086
GN,PALOS2,8,92,2.1440217391304346,1000.0,873.1314402173913,0.9782608695652174
GN,PALOS2,9,92,1.9048913043478262,1000.0,892.5959239130434,0.8804347826086957
GN,PALOS2,10,92,1.4076086956521738,1000.0,954.7133559782609,0.9239130434782609
GN,PALOS2,11,92,1.252717391304348,1000.0,981.1895108695652,0.9891304347826086
GN,PALOS2,12,92,1.1548913043478262,1000.0,988.6776630434782,0.9891304347826086
GN,PALOS2,13,92,1.1548913043478262,1000.0,988.6776630434782,0.9891304347826086
GN,PALOS2,14,92,1.1929347826086956,1000.0,982.3128668478261,0.9891304347826086
GN,PALOS2,15,92,1.3369565217391304,1000.0,964.1361413043478,0.9239130434782609
GN,PALOS2,16,92,1.8206521739130435,1000.0,785.2071467391304,0.40217391304347827
GN,PALOS2,17,92,5.358695652173913,1000.0,483.9365625,0.2826086956521739
GN,PALOS2,18,92,9.695652173913043,1000.0,296.3198777173913,0.6304347826086957
GN,PALOS2,19,92,11.714673913043478,1000.0,201.76059782608695,0.8043478260869565
GN,PALOS2,20,92,12.58695652173913,1000.0,179.33985054347826,0.9782608695652174
GN,PALOS2,21,92,11.369565217391305,1000.0,226.23597826086956,0.8695652173913043
GN,PALOS2,22,92,8.383152173913043,1000.0,369.8590217391304,0.5434782608695652
GN,PALOS2,23,92,4.451086956521739,1000.0,654.4591983695652,0.6630434782608695
GN,PALOS3,0,84,1.2619047619047619,1000.0,946.4999404761904,1.0
GN,PALOS3,1,84,1.2619047619047619,1000.0,946.4999404761904,1.0
GN,PALOS3,2,84,1.2619047619047619,1000.0,946.4999404761904,1.0
GN,PALOS3,3,84,1.2619047619047619,1000.0,946.4999404761904,1.0
GN,PALOS3,4,84,1.2619047619047619,1000.0,946.4999404761904,1.0
GN,PALOS3,5,84,1.2619047619047619,1000.0,946.4999404761904,1.0
GN,PALOS3,6,84,1.2767857142857142,1000.0,939.2495238095239,0.9880952380952381
GN,PALOS3,7,84,1.4166666666666667,1000.0,935.5615773809524,0.9880952380952381
GN,PALOS3,8,84,1.3720238095238095,1000.0,936.7694345238097,0.9880952380952381
GN,PALOS3,9,84,1.2589285714285714,1000.0,947.5702529761904,0.9523809523809523
GN,PALOS3,10,84,1.2172619047619047,1000.0,966.0989732142857,0.9166666666666666
GN,PALOS3,11,84,1.1785714285714286,1000.0,983.1536904761905,0.9880952380952381
GN,PALOS3,12,84,1.1904761904761905,1000.0,977.2072619047619,0.9761904761904762
GN,PALOS3,13,84,1.255952380952381,1000.0,944.5019047619048,0.8928571428571429
GN,PALOS3,14,84,1.3571428571428572,1000.0,906.5077678571428,0.8095238095238095
GN,PALOS3,15,84,1.7321428571428572,1000.0,840.2017261904763,0.5952380952380952
GN,PALOS3,16,84,2.1726190476190474,1000.0,685.1037946428571,0.35714285714285715
GN,PALOS3,17,84,5.4226190476190474,1000.0,397.855431547619,0.16666666666666666
GN,PALOS3,18,84,9.87202380952381,1000.0,244.34434523809523,0.6071428571428571
GN,PALOS3,19,84,11.848214285714286,1000.0,171.96269345238093,0.8095238095238095
GN,PALOS3,20,84,13.068452380952381,1000.0,143.9047767857143,0.9761904761904762
GN,PALOS3,21,84,11.797619047619047,1000.0,195.2817857142857,0.8571428571428571
GN,PALOS3,22,84,8.550595238095237,1000.0,357.609568452381,0.5595238095238095
GN,PALOS3,23,84,4.955357142857143,1000.0,631.2001041666666,0.7023809523809523
GN,PBCN1,0,92,1.0217391304347827,1000.0,990.3020652173913,1.0
GN,PBCN1,1,92,1.0217391304347827,1000.0,990.3020652173913,1.0
GN,PBCN1,2,92,1.0217391304347827,1000.0,990.3020652173913,1.0
GN,PBCN1,3,92,1.0217391304347827,1000.0,990.3020652173913,1.0
GN,PBCN1,4,92,1.0271739130434783,1000.0,987.5873913043478,0.9891304347826086
GN,PBCN1,5,92,1.0434782608695652,1000.0,979.4433695652173,0.967391304347826
GN,PBCN1,6,92,1.1331521739130435,1000.0,968.3033967391304,0.967391304347826
GN,PBCN1,7,92,1.4701086956521738,1000.0,960.3304755434782,0.9891304347826086
GN,PBCN1,8,92,1.4782608695652173,1000.0,960.3314130434783,1.0
GN,PBCN1,9,92,1.4701086956521738,1000.0,963.9657336956523,0.9891304347826086
GN,PBCN1,10,92,1.4619565217391304,1000.0,967.6032608695652,0.9891304347826086
GN,PBCN1,11,92,1.4565217391304348,1000.0,970.0293478260869,1.0
GN,PBCN1,12,92,1.4456521739130435,1000.0,970.028152173913,1.0
GN,PBCN1,13,92,1.4375,1000.0,963.2389130434782,0.9782608695652174
GN,PBCN1,14,92,1.483695652173913,1000.0,955.5286548913043,0.967391304347826
GN,PBCN1,15,92,1.7717391304347827,1000.0,856.883695652174,0.6304347826086957
GN,PBCN1,16,92,2.342391304347826,1000.0,662.096195652174,0.32608695652173914
GN,PBCN1,17,92,6.225543478260869,1000.0,380.75375,0.16304347826086957
GN,PBCN1,18,92,10.64945652173913,1000.0,203.78384510869566,0.6195652173913043
GN,PBCN1,19,92,12.959239130434783,1000.0,119.66668478260871,0.8152173913043478
GN,PBCN1,20,92,14.097826086956522,1000.0,94.94725543478262,0.9782608695652174
GN,PBCN1,21,92,12.771739130434783,1000.0,178.13858695652175,0.8695652173913043
GN,PBCN1,22,92,9.027173913043478,1000.0,400.37230978260874,0.5760869565217391
GN,PBCN1,23,92,5.274456521739131,1000.0,684.8391304347825,0.8804347826086957
GN,PBCN2,0,92,1.0326086956521738,1000.0,985.5120108695652,1.0
GN,PBCN2,1,92,1.0326086956521738,1000.0,985.5120108695652,1.0
GN,PBCN2,2,92,1.0326086956521738,1000.0,985.5120108695652,1.0
GN,PBCN2,3,92,1.0380434782608696,1000.0,982.7973369565217,0.9891304347826086
GN,PBCN2,4,92,1.0434782608695652,1000.0,980.0826630434782,0.9891304347826086
GN,PBCN2,5,92,1.0570652173913044,1000.0,973.646222826087,0.9565217391304348
GN,PBCN2,6,92,1.1548913043478262,1000.0,958.7758967391305,0.9565217391304348
GN,PBCN2,7,92,1.4619565217391304,1000.0,950.8266847826086,0.9891304347826086
GN,PBCN2,8,92,1.4673913043478262,1000.0,950.8283695652175,1.0
GN,PBCN2,9,92,1.440217391304348,1000.0,962.8514673913044,0.9565217391304348
GN,PBCN2,10,92,1.423913043478261,1000.0,970.0452173913044,1.0
GN,PBCN2,11,92,1.423913043478261,1000.0,970.0452173913044,1.0
GN,PBCN2,12,92,1.423913043478261,1000.0,970.0452173913044,1.0
GN,PBCN2,13,92,1.4320652173913044,1000.0,965.9732065217391,0.9891304347826086
GN,PBCN2,14,92,1.513586956521739,1000.0,940.6148777173913,0.9021739130434783
GN,PBCN2,15,92,1.7853260869565217,1000.0,850.7786413043477,0.5978260869565217
GN,PBCN2,16,92,2.342391304347826,1000.0,657.9530163043478,0.33695652173913043
GN,PBCN2,17,92,6.179347826086956,1000.0,392.23561141304344,0.17391304347826086
GN,PBCN2,18,92,10.097826086956522,1000.0,214.41622282608697,0.6195652173913043
GN,PBCN2,19,92,12.285326086956522,1000.0,130.4378125,0.7934782608695652
GN,PBCN2,20,92,13.459239130434783,1000.0,105.84917119565218,0.9891304347826086
GN,PBCN2,21,92,12.326086956521738,1000.0,176.7886956521739,0.8913043478260869
GN,PBCN2,22,92,8.877717391304348,1000.0,388.6985190217391,0.5760869565217391
GN,PBCN2,23,92,5.396739130434782,1000.0,669.9910190217391,0.8586956521739131
GN,SAGU1,0,92,1.2391304347826086,1000.0,951.2610326086957,1.0
GN,SAGU1,1,92,1.2282608695652173,1000.0,951.2490760869565,1.0
GN,SAGU1,2,92,1.2282608695652173,1000.0,951.2490760869565,1.0
GN,SAGU1,3,92,1.2282608695652173,1000.0,951.2490760869565,1.0
GN,SAGU1,4,92,1.236413043478261,1000.0,947.1770652173913,0.9891304347826086
GN,SAGU1,5,92,1.2744565217391304,1000.0,942.1694565217391,0.9782608695652174
GN,SAGU1,6,92,1.451086956521739,1000.0,926.9458695652174,0.9782608695652174
GN,SAGU1,7,92,1.6875,1000.0,921.3365624999999,0.9891304347826086
GN,SAGU1,8,92,1.638586956521739,1000.0,922.4374456521739,0.9782608695652174
GN,SAGU1,9,92,1.516304347826087,1000.0,943.3971467391304,0.9565217391304348
GN,SAGU1,10,92,1.4728260869565217,1000.0,962.8148641304348,0.967391304347826
GN,SAGU1,11,92,1.4565217391304348,1000.0,970.105543478261,1.0
GN,SAGU1,12,92,1.4701086956521738,1000.0,963.3188586956522,0.967391304347826
GN,SAGU1,13,92,1.5516304347826086,1000.0,917.1586413043478,0.8478260869565217
GN,SAGU1,14,92,1.673913043478261,1000.0,864.6242391304347,0.7391304347826086
GN,SAGU1,15,92,1.9592391304347827,1000.0,769.391195652174,0.4673913043478261
GN,SAGU1,16,92,2.3614130434782608,1000.0,616.9921331521739,0.2717391304347826
GN,SAGU1,17,92,5.885869565217392,1000.0,385.51775815217394,0.16304347826086957
GN,SAGU1,18,92,9.891304347826088,1000.0,237.36591032608695,0.6304347826086957
GN,SAGU1,19,92,11.953804347826088,1000.0,160.57179347826087,0.8152173913043478
GN,SAGU1,20,92,13.081521739130435,1000.0,137.4874456521739,0.9782608695652174
GN,SAGU1,21,92,11.842391304347826,1000.0,197.97385869565218,0.8695652173913043
GN,SAGU1,22,92,8.652173913043478,1000.0,363.8339266304348,0.5434782608695652
GN,SAGU1,23,92,4.907608695652174,1000.0,668.5988858695653,0.7282608695652174
GN,SAGU2,0,88,1.6136363636363635,1000.0,907.8286931818183,1.0
GN,SAGU2,1,88,1.6022727272727273,1000.0,907.8196022727273,1.0
GN,SAGU2,2,88,1.6136363636363635,1000.0,907.8286931818183,1.0
GN,SAGU2,3,88,1.6022727272727273,1000.0,907.8196022727273,1.0
GN,SAGU2,4,88,1.6022727272727273,1000.0,907.8196022727273,1.0
GN,SAGU2,5,88,1.6051136363636365,1000.0,906.4005681818181,0.9886363636363636
GN,SAGU2,6,88,1.6676136363636365,1000.0,891.3620880681818,0.9659090909090909
GN,SAGU2,7,88,1.96875,1000.0,878.8396164772727,0.9772727272727273
GN,SAGU2,8,88,2.0255681818181817,1000.0,877.6603409090909,0.9772727272727273
GN,SAGU2,9,88,1.6448863636363635,1000.0,902.9643607954546,0.8863636363636364
