parent,year_month,critical_h18_22,flat_h3_5,other,crit_minus_flat
Other,2025-03-01,77.83838797814208,14.702631578947368,44.888561643835615,63.13575639919471
Other,2025-04-01,21.5325,6.872881355932203,15.83034793814433,14.659618644067795
Other,2025-05-01,12.829352678571428,12.083333333333334,7.884615384615385,0.7460193452380945
Other,2025-06-01,34.08241315136476,45.058961303462326,35.86271777003484,-10.976548152097564
Other,2025-07-01,31.740000000000002,43.93635159010601,26.53362853039732,-12.196351590106005
Other,2025-08-01,34.1161704730832,32.605610795454545,27.25086168307968,1.510559677628656
Other,2025-09-01,30.519221967963386,27.62972440944882,27.025586419753086,2.8894975585145666
Other,2025-10-01,35.89519486271037,33.187582562747686,30.27374912526242,2.7076122999626833
Other,2025-11-01,32.97797727272727,29.991507936507933,24.888268757687577,2.98646933621934
Other,2025-12-01,26.700929549902156,22.29792944785276,20.00706188001889,4.403000102049397
Repsol,2024-01-01,116.93725490196078,78.25894736842106,118.45689655172414,38.67830753353972
Repsol,2024-02-01,142.73055555555555,105.80392156862744,141.0974025974026,36.92663398692811
Repsol,2024-03-01,129.375,69.97916666666667,96.68297872340426,59.39583333333333
Repsol,2024-04-01,145.39999999999998,88.675,66.76153846153846,56.72499999999998
Repsol,2024-05-01,125.21515151515153,73.09,59.026315789473685,52.12515151515153
Repsol,2024-06-01,147.01,59.150000000000006,108.33999999999999,87.85999999999999
Repsol,2024-07-01,139.78222222222223,124.76037735849057,116.13679653679652,15.021844863731658
Repsol,2024-08-01,126.50394736842104,91.6564705882353,73.98745644599302,34.847476780185744
Repsol,2024-09-01,93.8532786885246,101.60253164556963,88.7864864864865,-7.74925295704503
Repsol,2024-10-01,140.34166666666667,150.58837209302325,108.17753623188406,-10.246705426356584
Repsol,2024-11-01,283.04999999999995,152.22500000000002,160.81041666666667,130.82499999999993
Repsol,2024-12-01,281.62,151.1,169.55533333333332,130.52
Repsol,2025-01-01,245.24285714285716,96.18437499999999,158.21751824817517,149.05848214285717
Repsol,2025-02-01,338.3636363636364,154.91666666666666,157.33653846153845,183.44696969696972
Repsol,2025-03-01,32.19458762886598,20.544285714285714,29.69519801980198,11.650301914580268
Repsol,2025-04-01,28.59342105263158,12.723148148148148,16.229999999999997,15.870272904483432
Repsol,2025-05-01,11.255038759689922,2.8643478260869566,2.653469827586207,8.390690933602965
Repsol,2025-06-01,26.86298472385429,26.896309314586993,18.86084234490609,-0.033324590732703996
Repsol,2025-07-01,26.677100550964187,11.874485861182519,7.243458549222797,14.802614689781668
Repsol,2025-08-01,27.78838383838384,13.10075187969925,14.275150519978107,14.687631958684591
Repsol,2025-09-01,25.39342891278375,16.822256097560974,18.191594684385382,8.571172815222777
Repsol,2025-10-01,16.250625823451912,8.049903846153846,12.35846135381661,8.200721977298066
Repsol,2025-11-01,23.068796992481204,9.965030674846625,12.15972972972973,13.103766317634578
Repsol,2025-12-01,33.06557084607543,10.093943533697631,15.677738382619191,22.971627312377798
TotalEnergies,2024-02-01,187.59024390243903,74.25,113.54328358208956,113.34024390243903
TotalEnergies,2024-03-01,108.13076923076925,15.0,35.41481481481481,93.13076923076925
TotalEnergies,2024-04-01,32.195238095238096,,58.770833333333336,
TotalEnergies,2024-05-01,34.11764705882353,58.42857142857143,65.01190476190476,-24.3109243697479
TotalEnergies,2024-06-01,56.8,,30.0,
TotalEnergies,2024-07-01,43.898360655737704,8.58888888888889,39.888461538461534,35.309471766848816
TotalEnergies,2024-08-01,128.0225806451613,227.51764705882354,143.1914285714286,-99.49506641366224
TotalEnergies,2024-09-01,42.961016949152544,-7.823076923076924,22.388235294117646,50.78409387222947
TotalEnergies,2024-10-01,77.79411764705883,,38.83571428571429,
TotalEnergies,2024-11-01,62.968888888888884,257.4,135.79778761061948,-194.43111111111108
TotalEnergies,2024-12-01,-23.28804347826087,71.83478260869565,-3.8549668874172194,-95.12282608695652
TotalEnergies,2025-01-01,-21.51029411764706,,-9.51217391304348,
TotalEnergies,2025-02-01,78.16410256410258,38.75,81.47625000000001,39.41410256410258
TotalEnergies,2025-03-01,24.11842105263158,11.540322580645162,36.23717948717949,12.578098471986417
TotalEnergies,2025-04-01,15.77,8.416666666666666,20.875,7.3533333333333335
TotalEnergies,2025-05-01,17.66509433962264,8.25,18.36,9.415094339622641
TotalEnergies,2025-06-01,34.444700460829495,36.267073170731706,24.944458128078818,-1.8223727099022113
TotalEnergies,2025-07-01,35.353658536585364,50.51691176470588,45.24425182481752,-15.163253228120517
TotalEnergies,2025-08-01,29.029930555555556,50.291358024691355,45.77349537037038,-21.2614274691358
TotalEnergies,2025-09-01,45.090776081424934,44.60183823529412,32.121603927986904,0.4889378461308169
TotalEnergies,2025-10-01,31.113695090439276,62.91883116883117,51.67117456896552,-31.805136078391893
TotalEnergies,2025-11-01,66.60918209876543,46.85379746835443,47.19001091703057,19.755384630411
TotalEnergies,2025-12-01,64.88881944444445,52.85717054263566,49.660916359163586,12.031648901808794
