tech_group,year_month,critical,flat,diff
Nuclear,2024-12-01,-62.98061224489796,6.047058823529407,-69.02767106842737
Nuclear,2025-01-01,-305.176,-120.74444444444444,-184.43155555555555
Nuclear,2025-02-01,-125.12142857142858,22.220000000000002,-147.3414285714286
Nuclear,2025-03-01,69.28872997711676,235.37521367521373,-166.08648369809697
Nuclear,2025-04-01,176.60285874439455,273.8311023622047,-97.22824361781016
Nuclear,2025-05-01,94.05824898785423,214.91074766355143,-120.8524986756972
Nuclear,2025-06-01,-23.162191103789127,-65.94444444444444,42.782253340655316
Nuclear,2025-07-01,-1.4520061728395055,10.357758620689655,-11.80976479352916
Nuclear,2025-08-01,0.5075757575757579,2.9709999999999996,-2.463424242424242
Nuclear,2025-09-01,5.50225035161744,44.23318181818181,-38.73093146656437
Nuclear,2025-10-01,7.07101254480287,32.46714285714285,-25.396130312339984
Nuclear,2025-11-01,-11.859215686274508,24.690853658536582,-36.55006934481109
Nuclear,2025-12-01,0.32407292954264433,30.55,-30.225927070457356
Nuclear,2026-01-01,-0.340625,0.25312499999999993,-0.59375
Pump_load,2024-01-01,-72.25251396648044,-41.67741935483871,-30.575094611641724
Pump_load,2024-02-01,35.06811594202898,-6.725882352941175,41.79399829497016
Pump_load,2024-03-01,-0.5865203761755494,-4.884455958549221,4.297935582373672
Pump_load,2024-04-01,9.087311827956988,59.555294117647044,-50.467982289690056
Pump_load,2024-05-01,-30.980047505938238,32.86071428571429,-63.840761791652525
Pump_load,2024-06-01,-43.19777070063696,45.12307692307693,-88.32084762371389
Pump_load,2024-07-01,-54.661333333333346,-83.17272727272729,28.51139393939394
Pump_load,2024-08-01,-54.1430693069307,-29.3,-24.843069306930698
Pump_load,2024-09-01,-20.777570093457943,-24.11785714285714,3.3402870493991976
Pump_load,2024-10-01,-29.134375,2.190140845070423,-31.324515845070422
Pump_load,2024-11-01,-8.509815950920247,9.747999999999998,-18.257815950920246
Pump_load,2024-12-01,17.82844827586207,-35.58426966292135,53.412717938783416
Pump_load,2025-01-01,-5.788957055214725,-23.798360655737703,18.00940360052298
Pump_load,2025-02-01,-44.12191780821918,-47.47142857142858,3.349510763209402
Pump_load,2025-03-01,-32.90782442748092,-27.382608695652173,-5.5252157318287445
Pump_load,2025-04-01,-34.01597510373444,-9.316304347826085,-24.699670755908357
Pump_load,2025-05-01,-22.94894230769231,50.34277777777778,-73.29172008547009
Pump_load,2025-06-01,-26.127416356877323,-27.491176470588236,1.3637601137109137
Pump_load,2025-07-01,-21.621003134796236,-14.38928571428572,-7.231717420510517
Pump_load,2025-08-01,-34.88216666666666,-64.98333333333333,30.10116666666667
Pump_load,2025-09-01,-44.965737051792836,-43.16764705882354,-1.7980899929692953
Pump_load,2025-10-01,-23.989905362776025,-34.440384615384616,10.450479252608591
Pump_load,2025-11-01,-30.952734374999995,-40.31823529411765,9.365500919117654
Pump_load,2025-12-01,-17.209293193717276,-20.447033898305083,3.2377407045878073
Pump_load,2026-01-01,-54.541000000000004,-25.308928571428567,-29.232071428571437
Retailer,2024-01-01,-15.159053017672562,-15.062727272727269,-0.09632574494529322
Retailer,2024-02-01,-22.27529455081002,-22.788385269121815,0.5130907183117941
Retailer,2024-03-01,-24.58255659121173,-29.814668367346936,5.232111776135206
Retailer,2024-04-01,-21.66571948998179,-28.836439499304593,7.170720009322803
Retailer,2024-05-01,-10.71180673698537,-17.81597869507324,7.104171958087871
Retailer,2024-06-01,-13.922141918528247,-16.23005249343832,2.3079105749100712
Retailer,2024-07-01,-14.897466422466426,-16.547931034482758,1.6504646120163322
Retailer,2024-08-01,-13.347369950595754,-17.522195416164053,4.174825465568299
Retailer,2024-09-01,-13.030017554125212,-16.745,3.7149824458747887
Retailer,2024-10-01,-9.554911209766932,-7.917717391304349,-1.637193818462583
Retailer,2024-11-01,-12.027573027573027,-10.393043478260862,-1.6345295493121643
Retailer,2024-12-01,-9.994335511982573,-11.68884073672806,1.6945052247454875
Retailer,2025-01-01,-7.943669250645998,-5.7523809523809515,-2.1912882982650466
Retailer,2025-02-01,-7.72746170678337,-5.637297297297297,-2.090164409486073
Retailer,2025-03-01,-6.458081570996976,-4.281526648599819,-2.176554922397157
Retailer,2025-04-01,-6.602444794952683,-11.497020854021846,4.894576059069163
Retailer,2025-05-01,-9.516538395019037,-13.506909630606861,3.9903712355878245
Retailer,2025-06-01,-13.469101072532267,-14.473375084631014,1.0042740120987474
Retailer,2025-07-01,-2.041961913197522,-5.838168584969533,3.7962066717720107
Retailer,2025-08-01,-8.954045568711887,-11.348356807511733,2.3943112387998458
Retailer,2025-09-01,-4.836657834973503,-4.952180851063827,0.11552301609032334
Retailer,2025-10-01,-14.566591378420243,-17.08987463837994,2.5232832599596957
Retailer,2025-11-01,-17.478778032619786,-4.617123287671234,-12.861654744948552
Retailer,2025-12-01,-22.895894736842116,-6.068827708703375,-16.827067028138742
Retailer,2026-01-01,-19.14833333333333,-20.882377049180327,1.7340437158469975
Solar PV,2024-01-01,-0.5412448132780081,,
Solar PV,2024-02-01,-0.9468253968253963,2.8,-3.746825396825396
Solar PV,2024-03-01,1.0055731762573632,,
Solar PV,2024-04-01,5.718290441176469,,
Solar PV,2024-05-01,1.3137624466571836,,
Solar PV,2024-06-01,-1.3597596504005827,,
Solar PV,2024-07-01,-1.2758412424503875,,
Solar PV,2024-08-01,-0.9650872817955122,,
Solar PV,2024-09-01,0.599407204742362,,
Solar PV,2024-10-01,-0.5441210264266567,,
Solar PV,2024-11-01,-0.19008363201911585,,
Solar PV,2024-12-01,-0.42397540983606546,,
Solar PV,2025-01-01,-0.36599539700805506,,
Solar PV,2025-02-01,1.076327325864588,,
Solar PV,2025-03-01,-0.4191154881331051,,
Solar PV,2025-04-01,0.38378328741965084,,
Solar PV,2025-05-01,0.4580033483767652,,
Solar PV,2025-06-01,-0.8393679989816692,,
Solar PV,2025-07-01,-0.925957867017774,,
Solar PV,2025-08-01,-0.7680612972202417,,
Solar PV,2025-09-01,0.7051452888583215,,
Solar PV,2025-10-01,-0.9928192715537113,,
Solar PV,2025-11-01,-0.3411068828590337,,
Solar PV,2025-12-01,-0.3017238421955403,,
Solar PV,2026-01-01,-0.5732311320754717,,
Storage_buy,2024-01-01,-4.0,-4.85,0.8499999999999996
Storage_buy,2024-02-01,-0.06666666666666667,-0.13333333333333344,0.06666666666666678
Storage_buy,2024-03-01,-3.0,-4.0,1.0
Storage_buy,2024-04-01,-2.6999999999999997,-5.0,2.3000000000000003
Storage_buy,2024-05-01,-4.949999999999999,,
