tech_group,regime,hour_class,share_in_band,mw_in_band,mw_total,n_tranches,frac_single_block,mw_at_mcp,n_months,share_pct
Hydro,3-sess,Critical,0.23871480390409958,43.15644721658674,134.22657014414693,0.7921047478596474,0.15868532005223746,0.4513831544243588,6,23.9
Hydro,3-sess,Dropped,0.2728788281431373,45.697205209897554,143.34335047098122,0.8211824660223789,0.19649631964319847,0.5380245635920713,6,27.3
Hydro,3-sess,Flat,0.21860674975729297,51.59240036553498,143.40812409646017,0.8115201209875579,0.13483340830250168,0.9019020200365985,6,21.9
Hydro,3-sess,Midday,0.4162120150492051,38.178820116358295,157.32540034529703,0.8515945249488146,0.3605335606427897,0.17305034283243384,6,41.6
Hydro,DA15/ID15,Critical,0.19000250425679469,47.054482014620966,175.16995012618247,0.7490843214190491,0.13975535005039827,0.47047239700519955,3,19.0
Hydro,DA15/ID15,Dropped,0.2790391087534148,45.6975334565781,196.65873999731267,0.7777607507299372,0.21955259169924332,0.35024742415407717,3,27.9
Hydro,DA15/ID15,Flat,0.2542659597956099,44.918911714602096,198.04060647313975,0.7571294468191406,0.1960338563675157,0.36227974343517017,3,25.4
Hydro,DA15/ID15,Midday,0.4472547514159806,37.66278556947816,217.31423746090368,0.8283776990266638,0.3802788895409319,0.07309671524959638,3,44.7
Hydro,DA60/ID15 post-blk,Critical,0.36792113529252535,50.80817460454286,193.22339379656094,0.9318723801734001,0.3037087497737748,0.42795535099735277,6,36.8
Hydro,DA60/ID15 post-blk,Dropped,0.44555825516733066,51.299170266992654,205.5693403681853,0.9865486631703341,0.3823072026193958,0.3811647523633633,6,44.6
Hydro,DA60/ID15 post-blk,Flat,0.36524276438645376,62.0880723601339,192.19351795659415,0.9991880969243182,0.2894973018942687,0.41057717548060335,6,36.5
Hydro,DA60/ID15 post-blk,Midday,0.6387991519627295,35.23175718008134,236.89398769002796,0.9755926090312487,0.5824044037100735,0.4661976528271717,6,63.9
Hydro,DA60/ID15 pre-blk,Critical,0.5866995641163617,59.350483638317726,176.3337643402882,1.1433459549765965,0.4899365374866074,0.33941856428484757,2,58.7
Hydro,DA60/ID15 pre-blk,Dropped,0.7084460743590819,65.84708984550477,191.99081534793027,1.2995347173965899,0.6063778461219851,0.6411120249145599,2,70.8
Hydro,DA60/ID15 pre-blk,Flat,0.716926267922531,75.07357760773513,190.62399543396506,1.3548306694135093,0.6066650401625098,0.07997547302032236,2,71.7
Hydro,DA60/ID15 pre-blk,Midday,0.8117989504071095,55.00678150900694,213.70183717160594,1.2790989999082485,0.6958558889194728,2.1834416001468027,2,81.2
Hydro,ISP15-win,Critical,0.1850873087524219,41.67240232415368,128.0163439529936,0.6870272302786915,0.12209025288916624,0.3481978380538016,4,18.5
Hydro,ISP15-win,Dropped,0.22812763888078547,42.98617454235628,141.1255133771066,0.7298731311147699,0.169010107652721,0.32961533330593634,4,22.8
Hydro,ISP15-win,Flat,0.21413203844005646,44.19581938713512,150.2634593251072,0.708988876936712,0.15938970460381535,0.27283380530689594,4,21.4
Hydro,ISP15-win,Midday,0.3428143200310146,41.88275388352868,154.06251994570175,0.8013713608941375,0.28775067740818017,0.32149316435682745,4,34.3
Hydro_RES,3-sess,Critical,0.16789729427700675,1.0954448257214178,4.50872763892601,0.25706226695950546,0.16151918147820243,0.02743899975182126,6,16.8
Hydro_RES,3-sess,Dropped,0.2202804932789899,1.271282328951506,4.452219780412292,0.3142088804162874,0.210066430325472,0.039777982171604366,6,22.0
Hydro_RES,3-sess,Flat,0.1479741732413586,1.225192133997253,4.612415155224195,0.23848634184992537,0.1418568923233158,0.006278816689604879,6,14.8
Hydro_RES,3-sess,Midday,0.44221389459179966,1.8588396970762593,4.350066047626069,0.5530073196474597,0.4203612221037237,0.07885332281785022,6,44.2
Hydro_RES,DA15/ID15,Critical,0.11122739035292022,0.630280338181742,4.511594231662985,0.18362535479301326,0.10006655895040294,0.0048795619738048095,3,11.1
