firm,tech,regime,clock_hour,in_band_share
GN,Hydro,DA15_ID15,10,0.19115413601882825
GN,Hydro,DA15_ID15,11,0.15242377960958534
GN,Hydro,DA15_ID15,12,0.14695774500705922
GN,Hydro,DA15_ID15,13,0.12984815657146745
GN,Hydro,DA15_ID15,14,0.13084196213172583
GN,Hydro,DA15_ID15,15,0.15521516568807353
GN,Hydro,DA15_ID15,16,0.21374099207041425
GN,Hydro,DA15_ID15,17,0.3297971085442679
GN,Hydro,DA15_ID15,18,0.4379419322746722
GN,Hydro,DA15_ID15,19,0.5218824587490388
GN,Hydro,DA15_ID15,20,0.5605957056601127
GN,Hydro,DA15_ID15,21,0.4937749556886251
GN,Hydro,DA15_ID15,22,0.40915296138609
GN,Hydro,DA15_ID15,23,0.3350630545613058
GN,Hydro,ISP15win,0,0.4670304358843821
GN,Hydro,ISP15win,1,0.3864783068319747
GN,Hydro,ISP15win,2,0.34143904151174687
GN,Hydro,ISP15win,3,0.3085525416655735
GN,Hydro,ISP15win,4,0.2952477429703503
GN,Hydro,ISP15win,5,0.32073723265028836
GN,Hydro,ISP15win,6,0.41874250649708883
GN,Hydro,ISP15win,7,0.5594533459048167
GN,Hydro,ISP15win,8,0.5842125786008233
GN,Hydro,ISP15win,9,0.5095848923780485
GN,Hydro,ISP15win,10,0.38119809456814924
GN,Hydro,ISP15win,11,0.2888823976173877
GN,Hydro,ISP15win,12,0.26012671469460824
GN,Hydro,ISP15win,13,0.24744824304215077
GN,Hydro,ISP15win,14,0.2471893152051286
GN,Hydro,ISP15win,15,0.28072477726397493
GN,Hydro,ISP15win,16,0.3535176838624438
GN,Hydro,ISP15win,17,0.5225044855816752
GN,Hydro,ISP15win,18,0.6546249985976152
GN,Hydro,ISP15win,19,0.7132644021491029
GN,Hydro,ISP15win,20,0.7065457365673586
GN,Hydro,ISP15win,21,0.6842356442059814
GN,Hydro,ISP15win,22,0.6383746846242184
GN,Hydro,ISP15win,23,0.5420414889998358
GN,Hydro,MTU15IDA_post,0,0.3858398200027753
GN,Hydro,MTU15IDA_post,1,0.34314667961625017
GN,Hydro,MTU15IDA_post,2,0.3165778071187268
GN,Hydro,MTU15IDA_post,3,0.30688151427357224
GN,Hydro,MTU15IDA_post,4,0.29595991071204636
GN,Hydro,MTU15IDA_post,5,0.3157919558590595
GN,Hydro,MTU15IDA_post,6,0.3404698217908988
GN,Hydro,MTU15IDA_post,7,0.40165890498045703
GN,Hydro,MTU15IDA_post,8,0.30029421534171474
GN,Hydro,MTU15IDA_post,9,0.1208371797754635
GN,Hydro,MTU15IDA_post,10,0.04338539644212979
GN,Hydro,MTU15IDA_post,11,0.006205730692425569
GN,Hydro,MTU15IDA_post,12,0.0005963798622466003
GN,Hydro,MTU15IDA_post,13,3.4420505385461795e-06
GN,Hydro,MTU15IDA_post,14,3.075414821784593e-06
GN,Hydro,MTU15IDA_post,15,0.0009508949579897503
GN,Hydro,MTU15IDA_post,16,0.006201085208448673
GN,Hydro,MTU15IDA_post,17,0.024863668181255124
GN,Hydro,MTU15IDA_post,18,0.08888325142875708
GN,Hydro,MTU15IDA_post,19,0.2387055484271813
GN,Hydro,MTU15IDA_post,20,0.43002262580452494
GN,Hydro,MTU15IDA_post,21,0.5774831022806318
GN,Hydro,MTU15IDA_post,22,0.5333562652641143
GN,Hydro,MTU15IDA_post,23,0.38623339239736676
GN,Hydro,MTU15IDA_pre,0,0.06249044938117871
GN,Hydro,MTU15IDA_pre,1,0.025249616330534193
GN,Hydro,MTU15IDA_pre,2,0.01943571627773231
GN,Hydro,MTU15IDA_pre,3,0.006393499607472716
GN,Hydro,MTU15IDA_pre,4,0.01094655812480183
GN,Hydro,MTU15IDA_pre,5,0.011105895391707905
GN,Hydro,MTU15IDA_pre,6,0.051511663087724785
GN,Hydro,MTU15IDA_pre,7,0.22877863529940343
GN,Hydro,MTU15IDA_pre,8,0.15692606246095478
GN,Hydro,MTU15IDA_pre,9,0.01290038584675501
GN,Hydro,MTU15IDA_pre,10,0.006377018892663448
GN,Hydro,MTU15IDA_pre,11,0.0
GN,Hydro,MTU15IDA_pre,12,0.0
GN,Hydro,MTU15IDA_pre,13,0.0
GN,Hydro,MTU15IDA_pre,14,0.0
GN,Hydro,MTU15IDA_pre,15,0.0
GN,Hydro,MTU15IDA_pre,16,0.0
GN,Hydro,MTU15IDA_pre,17,5.831617865744494e-06
GN,Hydro,MTU15IDA_pre,18,0.0
GN,Hydro,MTU15IDA_pre,19,0.08725298146625472
GN,Hydro,MTU15IDA_pre,20,0.31505512775636957
GN,Hydro,MTU15IDA_pre,21,0.3983697484008787
GN,Hydro,MTU15IDA_pre,22,0.2678621641510015
GN,Hydro,MTU15IDA_pre,23,0.0960641061833432
GN,Hydro_pump,3sess,0,0.24705882352941178
GN,Hydro_pump,3sess,1,0.17647058823529413
GN,Hydro_pump,3sess,2,0.1264705882352941
GN,Hydro_pump,3sess,3,0.1264705882352941
GN,Hydro_pump,3sess,4,0.11176470588235295
GN,Hydro_pump,3sess,5,0.12058823529411765
GN,Hydro_pump,3sess,6,0.18823529411764706
GN,Hydro_pump,3sess,7,0.36470588235294116
GN,Hydro_pump,3sess,8,0.3323529411764706
GN,Hydro_pump,3sess,9,0.13823529411764707
GN,Hydro_pump,3sess,10,0.058823529411764705
GN,Hydro_pump,3sess,11,0.047058823529411764
GN,Hydro_pump,3sess,12,0.03235294117647059
GN,Hydro_pump,3sess,13,0.01764705882352941
GN,Hydro_pump,3sess,14,0.01764705882352941
GN,Hydro_pump,3sess,15,0.01764705882352941
GN,Hydro_pump,3sess,16,0.03529411764705882
GN,Hydro_pump,3sess,17,0.06470588235294118
GN,Hydro_pump,3sess,18,0.17352941176470588
GN,Hydro_pump,3sess,19,0.2852941176470588
GN,Hydro_pump,3sess,20,0.43529411764705883
GN,Hydro_pump,3sess,21,0.5676470588235294
GN,Hydro_pump,3sess,22,0.5147058823529411
GN,Hydro_pump,3sess,23,0.3323529411764706
GN,Hydro_pump,DA15_ID15,0,0.02837478869838203
GN,Hydro_pump,DA15_ID15,1,0.023424293648877083
GN,Hydro_pump,DA15_ID15,2,0.01847379859937213
GN,Hydro_pump,DA15_ID15,3,0.009900990099009901
GN,Hydro_pump,DA15_ID15,4,0.012617725187152862
GN,Hydro_pump,DA15_ID15,5,0.01352330354986718
GN,Hydro_pump,DA15_ID15,6,0.01352330354986718
GN,Hydro_pump,DA15_ID15,7,0.03175561458584883
GN,Hydro_pump,DA15_ID15,8,0.09182564597923207
GN,Hydro_pump,DA15_ID15,9,0.0315455450472872
GN,Hydro_pump,DA15_ID15,10,0.006035340965654554
GN,Hydro_pump,DA15_ID15,11,0.0
GN,Hydro_pump,DA15_ID15,12,0.0
GN,Hydro_pump,DA15_ID15,13,0.0
GN,Hydro_pump,DA15_ID15,14,0.0
GN,Hydro_pump,DA15_ID15,15,0.002551020408163265
GN,Hydro_pump,DA15_ID15,16,0.007653061224489796
GN,Hydro_pump,DA15_ID15,17,0.012755102040816327
GN,Hydro_pump,DA15_ID15,18,0.027469210335667713
GN,Hydro_pump,DA15_ID15,19,0.09801376479111325
GN,Hydro_pump,DA15_ID15,20,0.14917894228447234
GN,Hydro_pump,DA15_ID15,21,0.10948442405216131
GN,Hydro_pump,DA15_ID15,22,0.040418980922482486
GN,Hydro_pump,DA15_ID15,23,0.023424293648877083
GN,Hydro_pump,ISP15win,0,0.46104336043360433
GN,Hydro_pump,ISP15win,1,0.39656729900632337
GN,Hydro_pump,ISP15win,2,0.3354787714543812
GN,Hydro_pump,ISP15win,3,0.2456714844926227
GN,Hydro_pump,ISP15win,4,0.20400481782595603
GN,Hydro_pump,ISP15win,5,0.26881963264077086
GN,Hydro_pump,ISP15win,6,0.41877446552243297
GN,Hydro_pump,ISP15win,7,0.5758431195423065
GN,Hydro_pump,ISP15win,8,0.6067073170731708
GN,Hydro_pump,ISP15win,9,0.5178033724781692
GN,Hydro_pump,ISP15win,10,0.3107497741644083
GN,Hydro_pump,ISP15win,11,0.23114272809394762
GN,Hydro_pump,ISP15win,12,0.18394308943089432
GN,Hydro_pump,ISP15win,13,0.13301716350496837
GN,Hydro_pump,ISP15win,14,0.13301716350496837
GN,Hydro_pump,ISP15win,15,0.12838753387533874
GN,Hydro_pump,ISP15win,16,0.24010087323095453
GN,Hydro_pump,ISP15win,17,0.4758355916892502
GN,Hydro_pump,ISP15win,18,0.6690379403794038
GN,Hydro_pump,ISP15win,19,0.6672312556458898
GN,Hydro_pump,ISP15win,20,0.6659891598915989
GN,Hydro_pump,ISP15win,21,0.6761517615176152
GN,Hydro_pump,ISP15win,22,0.6236449864498645
GN,Hydro_pump,ISP15win,23,0.5495709123757904
GN,Hydro_pump,MTU15IDA_post,0,0.5715290806754221
GN,Hydro_pump,MTU15IDA_post,1,0.5170419011882427
GN,Hydro_pump,MTU15IDA_post,2,0.5065666041275798
GN,Hydro_pump,MTU15IDA_post,3,0.4903064415259537
GN,Hydro_pump,MTU15IDA_post,4,0.48772670419011876
GN,Hydro_pump,MTU15IDA_post,5,0.5101626016260162
GN,Hydro_pump,MTU15IDA_post,6,0.525328330206379
GN,Hydro_pump,MTU15IDA_post,7,0.5604283927454659
GN,Hydro_pump,MTU15IDA_post,8,0.5450281425891182
GN,Hydro_pump,MTU15IDA_post,9,0.3522514071294559
GN,Hydro_pump,MTU15IDA_post,10,0.13946216385240776
GN,Hydro_pump,MTU15IDA_post,11,0.06514555468135326
GN,Hydro_pump,MTU15IDA_post,12,0.05397324940991345
GN,Hydro_pump,MTU15IDA_post,13,0.04487179487179487
GN,Hydro_pump,MTU15IDA_post,14,0.038461538461538464
GN,Hydro_pump,MTU15IDA_post,15,0.038461538461538464
GN,Hydro_pump,MTU15IDA_post,16,0.04549718574108818
GN,Hydro_pump,MTU15IDA_post,17,0.08458411507191996
GN,Hydro_pump,MTU15IDA_post,18,0.2266260162601626
GN,Hydro_pump,MTU15IDA_post,19,0.475140712945591
GN,Hydro_pump,MTU15IDA_post,20,0.576688555347092
GN,Hydro_pump,MTU15IDA_post,21,0.6031894934333959
GN,Hydro_pump,MTU15IDA_post,22,0.6461069418386491
GN,Hydro_pump,MTU15IDA_post,23,0.5764540337711069
GN,Hydro_pump,MTU15IDA_pre,0,0.6158897387790446
GN,Hydro_pump,MTU15IDA_pre,1,0.575455813729735
GN,Hydro_pump,MTU15IDA_pre,2,0.5241737624476837
GN,Hydro_pump,MTU15IDA_pre,3,0.4857122239861452
GN,Hydro_pump,MTU15IDA_pre,4,0.4728917111656324
GN,Hydro_pump,MTU15IDA_pre,5,0.4728917111656324
GN,Hydro_pump,MTU15IDA_pre,6,0.5315581854043392
GN,Hydro_pump,MTU15IDA_pre,7,0.6469428007889546
GN,Hydro_pump,MTU15IDA_pre,8,0.591715976331361
GN,Hydro_pump,MTU15IDA_pre,9,0.455833882663151
GN,Hydro_pump,MTU15IDA_pre,10,0.2936717205009888
GN,Hydro_pump,MTU15IDA_pre,11,0.22972972972972974
GN,Hydro_pump,MTU15IDA_pre,12,0.22972972972972974
GN,Hydro_pump,MTU15IDA_pre,13,0.20833333333333334
GN,Hydro_pump,MTU15IDA_pre,14,0.20833333333333334
GN,Hydro_pump,MTU15IDA_pre,15,0.18055555555555555
GN,Hydro_pump,MTU15IDA_pre,16,0.20833333333333334
GN,Hydro_pump,MTU15IDA_pre,17,0.2464698331193838
GN,Hydro_pump,MTU15IDA_pre,18,0.3633850103683223
GN,Hydro_pump,MTU15IDA_pre,19,0.576923076923077
GN,Hydro_pump,MTU15IDA_pre,20,0.8152710575688753
GN,Hydro_pump,MTU15IDA_pre,21,0.787424706230868
GN,Hydro_pump,MTU15IDA_pre,22,0.7464451466377012
GN,Hydro_pump,MTU15IDA_pre,23,0.7089397089397089
HC,CCGT,3sess,0,0.06869214580199665
HC,CCGT,3sess,1,0.08552675174677765
HC,CCGT,3sess,2,0.1186014569057188
HC,CCGT,3sess,3,0.13937607958186257
HC,CCGT,3sess,4,0.15184962797573864
HC,CCGT,3sess,5,0.18183978751681468
HC,CCGT,3sess,6,0.20177717526418346
HC,CCGT,3sess,7,0.255545879677147
HC,CCGT,3sess,8,0.27795098099986243
HC,CCGT,3sess,9,0.3076068895891533
HC,CCGT,3sess,10,0.32335740977747945
HC,CCGT,3sess,11,0.3545025602195508
HC,CCGT,3sess,12,0.3706601102574732
HC,CCGT,3sess,13,0.37659926124513193
HC,CCGT,3sess,14,0.384671032020977
HC,CCGT,3sess,15,0.38297613797260255
HC,CCGT,3sess,16,0.3769467900375394
HC,CCGT,3sess,17,0.3601489830251984
HC,CCGT,3sess,18,0.3224829659116183
HC,CCGT,3sess,19,0.28543362357295776
HC,CCGT,3sess,20,0.2629149793663296
HC,CCGT,3sess,21,0.25920072470922506
HC,CCGT,3sess,22,0.2608934283891673
HC,CCGT,3sess,23,0.27181905971574283
HC,CCGT,DA15_ID15,0,0.20144727361775805
HC,CCGT,DA15_ID15,1,0.19413309890345054
HC,CCGT,DA15_ID15,2,0.21770972798217228
HC,CCGT,DA15_ID15,3,0.24218810400487717
HC,CCGT,DA15_ID15,4,0.24983353675658523
HC,CCGT,DA15_ID15,5,0.267103199477017
HC,CCGT,DA15_ID15,6,0.2767807721207912
HC,CCGT,DA15_ID15,7,0.3074786360334624
HC,CCGT,DA15_ID15,8,0.3252279720471583
HC,CCGT,DA15_ID15,9,0.34082335801193486
HC,CCGT,DA15_ID15,10,0.3434807100538523
HC,CCGT,DA15_ID15,11,0.3752987242082261
HC,CCGT,DA15_ID15,12,0.38233962873305
HC,CCGT,DA15_ID15,13,0.3927032845989801
HC,CCGT,DA15_ID15,14,0.38397809065784105
HC,CCGT,DA15_ID15,15,0.3690784923629804
HC,CCGT,DA15_ID15,16,0.3525733471548694
HC,CCGT,DA15_ID15,17,0.3123475472069677
HC,CCGT,DA15_ID15,18,0.31408586035002634
HC,CCGT,DA15_ID15,19,0.3101033932062975
HC,CCGT,DA15_ID15,20,0.3130817740066018
HC,CCGT,DA15_ID15,21,0.31564333895753216
HC,CCGT,DA15_ID15,22,0.31481365731996475
HC,CCGT,DA15_ID15,23,0.30668424172269826
HC,CCGT,ISP15win,0,0.1605464106146837
HC,CCGT,ISP15win,1,0.1565757979504659
HC,CCGT,ISP15win,2,0.16844526311862962
HC,CCGT,ISP15win,3,0.1959772912858214
HC,CCGT,ISP15win,4,0.2091850808788403
HC,CCGT,ISP15win,5,0.23198524889224653
HC,CCGT,ISP15win,6,0.25024862659618474
HC,CCGT,ISP15win,7,0.26829542091053826
HC,CCGT,ISP15win,8,0.27265522222512534
HC,CCGT,ISP15win,9,0.2818983844629387
HC,CCGT,ISP15win,10,0.29367086022206407
HC,CCGT,ISP15win,11,0.32536848305527166
HC,CCGT,ISP15win,12,0.3256120237163819
HC,CCGT,ISP15win,13,0.3368828402485815
HC,CCGT,ISP15win,14,0.3375622790179448
HC,CCGT,ISP15win,15,0.3379719266621712
HC,CCGT,ISP15win,16,0.3097230244827496
HC,CCGT,ISP15win,17,0.30598624198844676
HC,CCGT,ISP15win,18,0.27273309993317535
HC,CCGT,ISP15win,19,0.26369231814727123
HC,CCGT,ISP15win,20,0.26582748832322145
HC,CCGT,ISP15win,21,0.29881633369487814
HC,CCGT,ISP15win,22,0.28950865974562007
HC,CCGT,ISP15win,23,0.2727208734297945
HC,CCGT,MTU15IDA_post,0,0.14787445309709707
HC,CCGT,MTU15IDA_post,1,0.1499915558649749
HC,CCGT,MTU15IDA_post,2,0.18558874675001166
HC,CCGT,MTU15IDA_post,3,0.21473164232774636
HC,CCGT,MTU15IDA_post,4,0.2675026997740922
HC,CCGT,MTU15IDA_post,5,0.2973867232756288
HC,CCGT,MTU15IDA_post,6,0.30034515640901943
HC,CCGT,MTU15IDA_post,7,0.34166062433653666
HC,CCGT,MTU15IDA_post,8,0.33363502383891136
HC,CCGT,MTU15IDA_post,9,0.4118920664218586
HC,CCGT,MTU15IDA_post,10,0.4627504754585526
HC,CCGT,MTU15IDA_post,11,0.4867900939814146
HC,CCGT,MTU15IDA_post,12,0.49451728751652857
HC,CCGT,MTU15IDA_post,13,0.521694235914066
HC,CCGT,MTU15IDA_post,14,0.5208442363155424
HC,CCGT,MTU15IDA_post,15,0.5156425444187711
HC,CCGT,MTU15IDA_post,16,0.49343823539852577
HC,CCGT,MTU15IDA_post,17,0.46307777070098616
HC,CCGT,MTU15IDA_post,18,0.4055697885288352
HC,CCGT,MTU15IDA_post,19,0.3660516341510971
HC,CCGT,MTU15IDA_post,20,0.3336948808167303
HC,CCGT,MTU15IDA_post,21,0.29266377692150536
HC,CCGT,MTU15IDA_post,22,0.3098832944180151
HC,CCGT,MTU15IDA_post,23,0.33068657919021166
HC,CCGT,MTU15IDA_pre,0,0.16144598360988724
HC,CCGT,MTU15IDA_pre,1,0.1676260296757089
HC,CCGT,MTU15IDA_pre,2,0.23118530104649787
HC,CCGT,MTU15IDA_pre,3,0.31749260081607555
HC,CCGT,MTU15IDA_pre,4,0.3853558180016963
HC,CCGT,MTU15IDA_pre,5,0.4125159769136328
HC,CCGT,MTU15IDA_pre,6,0.4360797908494748
HC,CCGT,MTU15IDA_pre,7,0.444307275161707
HC,CCGT,MTU15IDA_pre,8,0.48592101281139355
HC,CCGT,MTU15IDA_pre,9,0.55890677224523
HC,CCGT,MTU15IDA_pre,10,0.5989567617438838
HC,CCGT,MTU15IDA_pre,11,0.610925659451719
HC,CCGT,MTU15IDA_pre,12,0.6089656023994028
HC,CCGT,MTU15IDA_pre,13,0.6099077209885803
HC,CCGT,MTU15IDA_pre,14,0.6099077209885803
HC,CCGT,MTU15IDA_pre,15,0.6099077209885803
HC,CCGT,MTU15IDA_pre,16,0.6099077209885803
HC,CCGT,MTU15IDA_pre,17,0.6099077209885803
HC,CCGT,MTU15IDA_pre,18,0.5594692635304183
HC,CCGT,MTU15IDA_pre,19,0.468894752452
HC,CCGT,MTU15IDA_pre,20,0.3398932953812768
HC,CCGT,MTU15IDA_pre,21,0.30906454942856654
HC,CCGT,MTU15IDA_pre,22,0.3799964404981653
HC,CCGT,MTU15IDA_pre,23,0.39300464952555714
HC,Hydro,3sess,0,0.5158535598206965
HC,Hydro,3sess,1,0.47803706763510123
HC,Hydro,3sess,2,0.44771197653810035
HC,Hydro,3sess,3,0.44470400043691194
HC,Hydro,3sess,4,0.428682182903336
HC,Hydro,3sess,5,0.44147462048121633
HC,Hydro,3sess,6,0.48600246554708104
HC,Hydro,3sess,7,0.5451901391111946
HC,Hydro,3sess,8,0.5188457427143667
HC,Hydro,3sess,9,0.4320195828806856
HC,Hydro,3sess,10,0.3233559667957387
HC,Hydro,3sess,11,0.26461890115136516
HC,Hydro,3sess,12,0.2410735978829798
HC,Hydro,3sess,13,0.22830090185471005
HC,Hydro,3sess,14,0.22417835310721224
HC,Hydro,3sess,15,0.21974820563330974
HC,Hydro,3sess,16,0.23806565993750803
HC,Hydro,3sess,17,0.2864382465966925
HC,Hydro,3sess,18,0.35577087916070343
HC,Hydro,3sess,19,0.46590313144435697
HC,Hydro,3sess,20,0.5607886514554282
HC,Hydro,3sess,21,0.5939582483027503
HC,Hydro,3sess,22,0.5943392044764264
HC,Hydro,3sess,23,0.5508570759181113
HC,Hydro,DA15_ID15,0,0.4903124902338001
HC,Hydro,DA15_ID15,1,0.44960592903728014
HC,Hydro,DA15_ID15,2,0.41779613162541734
HC,Hydro,DA15_ID15,3,0.39772366398952674
HC,Hydro,DA15_ID15,4,0.3906908072055863
HC,Hydro,DA15_ID15,5,0.40832125657168583
HC,Hydro,DA15_ID15,6,0.4549151072623746
HC,Hydro,DA15_ID15,7,0.498429413553989
HC,Hydro,DA15_ID15,8,0.5042589411561744
HC,Hydro,DA15_ID15,9,0.4599009000927747
HC,Hydro,DA15_ID15,10,0.3677273275807531
HC,Hydro,DA15_ID15,11,0.3243330460185743
HC,Hydro,DA15_ID15,12,0.30757609770851607
HC,Hydro,DA15_ID15,13,0.29309417377664976
HC,Hydro,DA15_ID15,14,0.29239373309448274
HC,Hydro,DA15_ID15,15,0.3104404949119978
HC,Hydro,DA15_ID15,16,0.35981422196050944
HC,Hydro,DA15_ID15,17,0.4474264163592864
HC,Hydro,DA15_ID15,18,0.5192534319068837
HC,Hydro,DA15_ID15,19,0.5559372919090039
HC,Hydro,DA15_ID15,20,0.5431209598497593
HC,Hydro,DA15_ID15,21,0.5576492099177188
HC,Hydro,DA15_ID15,22,0.5563504842053323
HC,Hydro,DA15_ID15,23,0.5144280210671248
HC,Hydro,ISP15win,0,0.4953325245563148
HC,Hydro,ISP15win,1,0.45938796068880583
HC,Hydro,ISP15win,2,0.4236827301254972
HC,Hydro,ISP15win,3,0.41261804214368514
HC,Hydro,ISP15win,4,0.4066629366768971
HC,Hydro,ISP15win,5,0.4248167276685421
HC,Hydro,ISP15win,6,0.46683548148809617
HC,Hydro,ISP15win,7,0.49475737983353485
HC,Hydro,ISP15win,8,0.477215272235471
HC,Hydro,ISP15win,9,0.5159670828583576
HC,Hydro,ISP15win,10,0.4643188505347805
HC,Hydro,ISP15win,11,0.39934734527306637
HC,Hydro,ISP15win,12,0.37130513363655043
HC,Hydro,ISP15win,13,0.35725105813330693
HC,Hydro,ISP15win,14,0.354097458043062
HC,Hydro,ISP15win,15,0.3744894607077332
HC,Hydro,ISP15win,16,0.4420747636607527
HC,Hydro,ISP15win,17,0.5403219913023657
HC,Hydro,ISP15win,18,0.5314270863007173
HC,Hydro,ISP15win,19,0.4678824961885905
HC,Hydro,ISP15win,20,0.47433991185775676
HC,Hydro,ISP15win,21,0.5386897270036948
HC,Hydro,ISP15win,22,0.5436059758680322
HC,Hydro,ISP15win,23,0.5204063344440089
HC,Hydro,MTU15IDA_post,0,0.5991765201961216
HC,Hydro,MTU15IDA_post,1,0.580013740869209
HC,Hydro,MTU15IDA_post,2,0.5586767595177495
HC,Hydro,MTU15IDA_post,3,0.5457160830199151
HC,Hydro,MTU15IDA_post,4,0.5409189628959103
HC,Hydro,MTU15IDA_post,5,0.5548642249862445
HC,Hydro,MTU15IDA_post,6,0.5766352733994587
HC,Hydro,MTU15IDA_post,7,0.5790572453282842
HC,Hydro,MTU15IDA_post,8,0.5364899902385277
HC,Hydro,MTU15IDA_post,9,0.43326129051556633
HC,Hydro,MTU15IDA_post,10,0.3297297844557541
HC,Hydro,MTU15IDA_post,11,0.28665748063716745
HC,Hydro,MTU15IDA_post,12,0.2642595808133954
HC,Hydro,MTU15IDA_post,13,0.247152264163331
HC,Hydro,MTU15IDA_post,14,0.24090200725531732
HC,Hydro,MTU15IDA_post,15,0.2439854901262079
HC,Hydro,MTU15IDA_post,16,0.255051058933291
HC,Hydro,MTU15IDA_post,17,0.28257528214853556
HC,Hydro,MTU15IDA_post,18,0.36835447258556947
HC,Hydro,MTU15IDA_post,19,0.5122512545985202
HC,Hydro,MTU15IDA_post,20,0.5936179698410406
HC,Hydro,MTU15IDA_post,21,0.5300542409655693
HC,Hydro,MTU15IDA_post,22,0.5787709876319167
HC,Hydro,MTU15IDA_post,23,0.6154397646961133
HC,Hydro,MTU15IDA_pre,0,0.6223297448543765
HC,Hydro,MTU15IDA_pre,1,0.6277315731424709
HC,Hydro,MTU15IDA_pre,2,0.622746381106226
HC,Hydro,MTU15IDA_pre,3,0.6143089940907137
HC,Hydro,MTU15IDA_pre,4,0.6102973865851433
HC,Hydro,MTU15IDA_pre,5,0.6128702878326199
HC,Hydro,MTU15IDA_pre,6,0.5882252222976804
HC,Hydro,MTU15IDA_pre,7,0.5406415975171667
HC,Hydro,MTU15IDA_pre,8,0.5762374324043659
HC,Hydro,MTU15IDA_pre,9,0.6174164127187238
HC,Hydro,MTU15IDA_pre,10,0.5873866157958247
HC,Hydro,MTU15IDA_pre,11,0.5462012123798458
HC,Hydro,MTU15IDA_pre,12,0.5367921667743105
HC,Hydro,MTU15IDA_pre,13,0.5334631955366363
HC,Hydro,MTU15IDA_pre,14,0.5298389027010134
HC,Hydro,MTU15IDA_pre,15,0.5332994860872909
HC,Hydro,MTU15IDA_pre,16,0.539837665098283
HC,Hydro,MTU15IDA_pre,17,0.560431481328399
HC,Hydro,MTU15IDA_pre,18,0.5788721089870899
HC,Hydro,MTU15IDA_pre,19,0.5430791853569157
HC,Hydro,MTU15IDA_pre,20,0.4516206711837305
HC,Hydro,MTU15IDA_pre,21,0.403840042789636
HC,Hydro,MTU15IDA_pre,22,0.49410910287847315
HC,Hydro,MTU15IDA_pre,23,0.565703507599381
IB,CCGT,3sess,0,0.1671402548700358
IB,CCGT,3sess,1,0.17896211152952285
IB,CCGT,3sess,2,0.1881175442189313
IB,CCGT,3sess,3,0.21246172146313164
IB,CCGT,3sess,4,0.2104038683880948
IB,CCGT,3sess,5,0.230851002090509
IB,CCGT,3sess,6,0.37885574069068995
IB,CCGT,3sess,7,0.4122173360377982
IB,CCGT,3sess,8,0.4227781825131329
IB,CCGT,3sess,9,0.36059329485793074
IB,CCGT,3sess,10,0.3004170606797088
IB,CCGT,3sess,11,0.27840666395021424
IB,CCGT,3sess,12,0.26684727950558085
IB,CCGT,3sess,13,0.2622731649942649
IB,CCGT,3sess,14,0.260686319766658
IB,CCGT,3sess,15,0.25787191143972354
IB,CCGT,3sess,16,0.26563139305004485
IB,CCGT,3sess,17,0.287414504262774
IB,CCGT,3sess,18,0.3213795558483384
IB,CCGT,3sess,19,0.37437923552640473
IB,CCGT,3sess,20,0.42938153692265907
IB,CCGT,3sess,21,0.46254065562419616
IB,CCGT,3sess,22,0.4297236533281715
IB,CCGT,3sess,23,0.4073700773772089
IB,CCGT,DA15_ID15,0,0.3214915344840447
IB,CCGT,DA15_ID15,1,0.29729882054909434
IB,CCGT,DA15_ID15,2,0.27910278986453346
IB,CCGT,DA15_ID15,3,0.26478942643286457
IB,CCGT,DA15_ID15,4,0.2673436697658326
IB,CCGT,DA15_ID15,5,0.297766312369393
IB,CCGT,DA15_ID15,6,0.4739203861341516
IB,CCGT,DA15_ID15,7,0.5683345663113997
IB,CCGT,DA15_ID15,8,0.591587729393294
IB,CCGT,DA15_ID15,9,0.49682329951481735
IB,CCGT,DA15_ID15,10,0.3628222729023901
IB,CCGT,DA15_ID15,11,0.2808002878308987
IB,CCGT,DA15_ID15,12,0.25767310363240303
IB,CCGT,DA15_ID15,13,0.22320950868440226
IB,CCGT,DA15_ID15,14,0.22371600630736654
IB,CCGT,DA15_ID15,15,0.25550250619808434
IB,CCGT,DA15_ID15,16,0.3623236944737073
IB,CCGT,DA15_ID15,17,0.5134021004223438
IB,CCGT,DA15_ID15,18,0.6283412521747319
IB,CCGT,DA15_ID15,19,0.6858733052926723
IB,CCGT,DA15_ID15,20,0.6986918172173355
IB,CCGT,DA15_ID15,21,0.6839788349003345
IB,CCGT,DA15_ID15,22,0.6548734777643006
IB,CCGT,DA15_ID15,23,0.5952605772190146
IB,CCGT,ISP15win,0,0.2239781692395178
IB,CCGT,ISP15win,1,0.20514814784283347
IB,CCGT,ISP15win,2,0.20391872412712675
IB,CCGT,ISP15win,3,0.18921093493149166
IB,CCGT,ISP15win,4,0.18630189370654335
IB,CCGT,ISP15win,5,0.2263644681970016
IB,CCGT,ISP15win,6,0.2955935145770723
IB,CCGT,ISP15win,7,0.35514737944374714
IB,CCGT,ISP15win,8,0.3839980339535966
IB,CCGT,ISP15win,9,0.33817857003914475
IB,CCGT,ISP15win,10,0.300098202956291
IB,CCGT,ISP15win,11,0.29252737626178843
IB,CCGT,ISP15win,12,0.28036360833642765
IB,CCGT,ISP15win,13,0.28128719483657205
IB,CCGT,ISP15win,14,0.27433592083441105
IB,CCGT,ISP15win,15,0.28357455703042284
IB,CCGT,ISP15win,16,0.304813905566894
IB,CCGT,ISP15win,17,0.3700415261544433
