regime,hour,tech,share_pct_q_at,n_obs
ISP15-win (Dec24-Mar25),11,Hybrid_RES,1.4134440453421655,7
ISP15-win (Dec24-Mar25),11,Hydro,8.028175584270187,10
ISP15-win (Dec24-Mar25),11,Hydro_RES,1.26883425852498,31
ISP15-win (Dec24-Mar25),11,Hydro_pump,3.406104709925207,4
ISP15-win (Dec24-Mar25),11,Solar PV,28.046523922812582,133
ISP15-win (Dec24-Mar25),11,Solar Thermal,0.13294770723515417,1
ISP15-win (Dec24-Mar25),11,Wind,45.77521730341621,105
ISP15-win (Dec24-Mar25),11,_unmapped_,3.2770443625507304,26
ISP15-win (Dec24-Mar25),12,Biomass,0.3628823224468636,12
ISP15-win (Dec24-Mar25),12,CCGT,3.2886574519020746,4
ISP15-win (Dec24-Mar25),12,Cogen,1.5616171853612226,32
ISP15-win (Dec24-Mar25),12,Hybrid_RES,1.5039520972035345,10
ISP15-win (Dec24-Mar25),12,Hydro,7.1195997227415955,9
ISP15-win (Dec24-Mar25),12,Hydro_RES,0.9395332040237419,29
ISP15-win (Dec24-Mar25),12,Hydro_pump,1.805674477664972,3
ISP15-win (Dec24-Mar25),12,Solar PV,22.998468089072173,114
ISP15-win (Dec24-Mar25),12,Solar Thermal,0.09377857771098726,1
ISP15-win (Dec24-Mar25),12,Wind,55.47206738078181,90
ISP15-win (Dec24-Mar25),12,_unmapped_,4.853769491091035,33
ISP15-win (Dec24-Mar25),13,Biomass,0.33444636798747973,12
ISP15-win (Dec24-Mar25),13,CCGT,2.3952577220128957,3
ISP15-win (Dec24-Mar25),13,Cogen,1.5076885146615073,32
ISP15-win (Dec24-Mar25),13,Hybrid_RES,1.418181233485371,11
ISP15-win (Dec24-Mar25),13,Hydro,6.937618248765927,13
ISP15-win (Dec24-Mar25),13,Hydro_RES,0.8672022810957407,28
ISP15-win (Dec24-Mar25),13,Hydro_pump,1.7429801100885964,3
ISP15-win (Dec24-Mar25),13,Solar PV,24.609142606001814,193
ISP15-win (Dec24-Mar25),13,Solar Thermal,0.07396410061261571,1
ISP15-win (Dec24-Mar25),13,Wind,58.98208246461248,88
ISP15-win (Dec24-Mar25),13,_unmapped_,1.1314363506755925,21
ISP15-win (Dec24-Mar25),14,Biomass,0.4041209296621082,8
ISP15-win (Dec24-Mar25),14,CCGT,7.817501686392346,10
ISP15-win (Dec24-Mar25),14,Cogen,1.405531366897651,31
ISP15-win (Dec24-Mar25),14,Hybrid_RES,1.3153860305390321,7
ISP15-win (Dec24-Mar25),14,Hydro,3.89219353651806,5
ISP15-win (Dec24-Mar25),14,Hydro_RES,1.5404427546452442,24
ISP15-win (Dec24-Mar25),14,Hydro_pump,0.39860182743607037,1
ISP15-win (Dec24-Mar25),14,Import,0.1226467161341755,1
