month,firm,bilateral_abs_mwh,auction_sell_mwh,bilateral_TWh,auction_TWh,total_TWh,bilat_share
2022-08-01,GN,757260.900000001,2056051.6999999995,0.7572609000000009,2.0560516999999994,2.8133126,0.26917055004836676
2022-08-01,HC,16897.0,1757586.0000000051,0.016897,1.7575860000000052,1.7744830000000051,0.009522210131063498
2022-08-01,IB,3883878.799999998,789801.6000000013,3.883878799999998,0.7898016000000012,4.673680399999999,0.8310107811394203
2022-09-01,GE,883877.6000000054,1791536.2000000007,0.8838776000000055,1.7915362000000006,2.675413800000006,0.330370427184013
2022-09-01,GN,590319.3000000005,1890585.4999999984,0.5903193000000005,1.8905854999999985,2.480904799999999,0.23794516419977133
2022-09-01,HC,13349.0,1525113.3000000045,0.013349,1.5251133000000046,1.5384623000000046,0.00867684570496135
2022-09-01,IB,4039432.100000012,1017035.5000000047,4.039432100000012,1.0170355000000046,5.056467600000017,0.7988644285983358
2022-10-01,GE,885745.0999999994,1340933.5000000023,0.8857450999999994,1.3409335000000022,2.2266786000000014,0.39778758371324846
2022-10-01,GN,63013.30000000003,1797927.799999999,0.06301330000000004,1.7979277999999992,1.8609410999999991,0.033860985713088966
2022-10-01,HC,15169.0,1077780.0000000026,0.015169,1.0777800000000026,1.0929490000000026,0.013878964160267281
2022-10-01,IB,3331655.999999997,1071896.4000000006,3.331655999999997,1.0718964000000006,4.403552399999998,0.7565837072814209
2022-11-01,GE,900870.5999999993,1445730.0999999982,0.9008705999999993,1.4457300999999982,2.3466006999999975,0.3839045134521609
2022-11-01,GN,695500.4000000003,742549.2000000001,0.6955004000000002,0.7425492,1.4380496000000003,0.4836414543698633
2022-11-01,HC,49410.0,715987.5999999997,0.04941,0.7159875999999997,0.7653975999999997,0.06455468373561665
2022-11-01,IB,3108093.899999993,905033.700000002,3.108093899999993,0.905033700000002,4.013127599999995,0.7744817034972914
2022-12-01,GE,927202.6999999983,1235771.499999999,0.9272026999999983,1.2357714999999991,2.162974199999997,0.4286702541343302
