reform,market,session,hour_class,price_eur,resid_real,resid_placebo,placebo_net
DA15,DA,,critical,124,2293.2274609107803,1239.5719122401454,1053.655548670635
DA15,DA,,critical,125,2156.951888859852,1267.20805289164,889.7438359682119
DA15,DA,,critical,126,2044.6649276264902,1284.7774275411152,759.887500085375
DA15,DA,,critical,127,1787.362804529515,1378.4567486495655,408.90605587994946
DA15,DA,,critical,128,1337.6641211742494,1477.4583267869834,-139.794205612734
DA15,DA,,critical,129,1011.4115323077149,1545.6321096651395,-534.2205773574246
DA15,DA,,critical,130,872.7399730787413,1467.483646466077,-594.7436733873358
DA15,DA,,critical,131,851.7532698798393,1438.64739900612,-586.8941291262806
DA15,DA,,critical,132,904.0646174127207,1444.2904545145898,-540.225837101869
DA15,DA,,critical,133,990.9175968095276,1584.8490504599074,-593.9314536503798
DA15,DA,,critical,134,842.8198572993124,1563.5378303576206,-720.7179730583082
DA15,DA,,critical,135,868.6435618852225,1572.4333456620543,-703.7897837768318
DA15,DA,,critical,136,951.5422572082487,1505.1184108830998,-553.5761536748512
DA15,DA,,critical,137,1055.1156614876065,1499.3150411949728,-444.19937970736623
DA15,DA,,critical,138,991.8377693463419,1452.4800208524705,-460.64225150612856
DA15,DA,,critical,139,1055.2790797654397,1496.104136110681,-440.82505634524136
DA15,DA,,critical,140,1063.5941729980973,1322.7784017649417,-259.1842287668444
DA15,DA,,critical,141,1156.4103029450102,1442.7001053416361,-286.2898023966259
DA15,DA,,critical,142,1073.4764627497593,1257.3121686613106,-183.83570591155126
DA15,DA,,critical,143,983.9512756607874,1186.898483112171,-202.94720745138375
DA15,DA,,critical,144,988.5743772056467,1189.4772855524184,-200.9029083467717
DA15,DA,,critical,145,970.3656688379349,1201.220730910683,-230.85506207274807
DA15,DA,,critical,146,1081.6933237124208,1197.653345893605,-115.96002218118429
DA15,DA,,critical,147,1131.4465725015173,1159.0314737095546,-27.58490120803731
DA15,DA,,critical,148,1093.8154767984988,1107.374606397107,-13.559129598608251
